,image_id,identity
272,1008,LynxID2025_lynx_76
273,1011,new_individual
274,1012,new_individual
275,1013,new_individual
276,1019,LynxID2025_lynx_74
277,1021,new_individual
278,1031,new_individual
279,1034,new_individual
280,1039,new_individual
281,1042,new_individual
282,1045,new_individual
283,1046,new_individual
284,1047,new_individual
285,1048,new_individual
286,1053,new_individual
287,1055,new_individual
288,1057,LynxID2025_lynx_25
289,1060,LynxID2025_lynx_43
290,1064,LynxID2025_lynx_46
291,1065,LynxID2025_lynx_50
292,1068,LynxID2025_lynx_28
293,1069,new_individual
294,1071,new_individual
295,1075,new_individual
296,1089,LynxID2025_lynx_41
297,1090,new_individual
298,1094,new_individual
299,1095,LynxID2025_lynx_63
300,1096,new_individual
301,1107,LynxID2025_lynx_32
302,1108,new_individual
303,1111,LynxID2025_lynx_62
304,1115,new_individual
305,1119,LynxID2025_lynx_49
306,1120,new_individual
307,1122,new_individual
308,1131,LynxID2025_lynx_93
309,1135,new_individual
310,1137,new_individual
311,1139,new_individual
312,1143,new_individual
313,1147,new_individual
314,1153,new_individual
315,1154,LynxID2025_lynx_05
316,1162,new_individual
317,1163,new_individual
318,1164,LynxID2025_lynx_32
319,1175,new_individual
320,1182,new_individual
321,1191,new_individual
322,1192,new_individual
323,1197,new_individual
324,1198,new_individual
325,1203,new_individual
326,1205,LynxID2025_lynx_28
327,1207,LynxID2025_lynx_43
328,1209,LynxID2025_lynx_62
329,1211,new_individual
330,1213,new_individual
331,1214,new_individual
332,1221,new_individual
333,1223,new_individual
334,1225,new_individual
335,1232,new_individual
336,1233,new_individual
337,1234,new_individual
338,1235,new_individual
339,1237,new_individual
340,1245,new_individual
341,1247,new_individual
342,1248,new_individual
343,1249,new_individual
344,1255,new_individual
345,1259,new_individual
346,1264,new_individual
347,1266,new_individual
348,1267,LynxID2025_lynx_46
349,1270,new_individual
350,1271,new_individual
351,1277,new_individual
352,1278,LynxID2025_lynx_49
353,1280,new_individual
354,1288,new_individual
355,1297,new_individual
356,1309,new_individual
357,1311,new_individual
358,1313,new_individual
359,1318,new_individual
360,1322,new_individual
361,1325,new_individual
362,1330,LynxID2025_lynx_62
363,1335,new_individual
364,1343,new_individual
365,1345,new_individual
366,1349,new_individual
367,1351,new_individual
368,1353,new_individual
369,1363,LynxID2025_lynx_05
370,1367,LynxID2025_lynx_50
371,1368,new_individual
372,1370,LynxID2025_lynx_25
373,1371,new_individual
374,1375,LynxID2025_lynx_49
375,1385,new_individual
376,1388,LynxID2025_lynx_32
377,1392,new_individual
378,1394,new_individual
379,1399,new_individual
380,1403,new_individual
381,1406,new_individual
382,1410,LynxID2025_lynx_60
383,1413,LynxID2025_lynx_25
384,1416,new_individual
385,1421,LynxID2025_lynx_32
386,1425,new_individual
387,1427,new_individual
388,1428,new_individual
389,1431,new_individual
390,1432,LynxID2025_lynx_25
391,1433,new_individual
392,1439,LynxID2025_lynx_43
393,1441,LynxID2025_lynx_40
394,1444,LynxID2025_lynx_86
395,1447,LynxID2025_lynx_65
396,1453,new_individual
397,1454,LynxID2025_lynx_13
398,1455,LynxID2025_lynx_32
399,1457,LynxID2025_lynx_62
400,1465,new_individual
401,1466,new_individual
402,1474,new_individual
403,1475,new_individual
404,1491,new_individual
405,1492,new_individual
406,1493,LynxID2025_lynx_49
407,1494,LynxID2025_lynx_05
408,1504,new_individual
409,1509,new_individual
410,1513,new_individual
411,1525,new_individual
412,1526,new_individual
413,1527,new_individual
414,1538,new_individual
415,1539,new_individual
416,1541,new_individual
417,1545,new_individual
418,1546,new_individual
419,1547,new_individual
420,1550,new_individual
421,1557,new_individual
422,1559,new_individual
423,1566,new_individual
424,1573,new_individual
425,1574,new_individual
426,1575,new_individual
427,1578,new_individual
428,1580,new_individual
429,1583,new_individual
430,1585,new_individual
431,1586,new_individual
432,1588,new_individual
433,1592,new_individual
434,1594,LynxID2025_lynx_40
435,1596,new_individual
436,1600,LynxID2025_lynx_60
437,1607,new_individual
438,1610,new_individual
439,1612,LynxID2025_lynx_32
440,1615,new_individual
441,1616,new_individual
442,1619,new_individual
443,1621,new_individual
444,1625,new_individual
445,1628,LynxID2025_lynx_25
446,1631,LynxID2025_lynx_32
447,1632,new_individual
448,1641,new_individual
449,1643,LynxID2025_lynx_17
450,1651,LynxID2025_lynx_62
451,1652,LynxID2025_lynx_32
452,1659,LynxID2025_lynx_32
453,1660,LynxID2025_lynx_32
454,1666,LynxID2025_lynx_62
455,1673,LynxID2025_lynx_93
456,1674,new_individual
457,1681,LynxID2025_lynx_49
458,1684,new_individual
459,1688,new_individual
460,1689,LynxID2025_lynx_74
461,1694,LynxID2025_lynx_11
462,1701,LynxID2025_lynx_40
463,1704,new_individual
464,1714,LynxID2025_lynx_60
465,1725,new_individual
466,1726,new_individual
467,1728,new_individual
468,1735,LynxID2025_lynx_49
469,1743,new_individual
470,1744,new_individual
471,1749,new_individual
472,1759,LynxID2025_lynx_50
473,1774,new_individual
474,1776,new_individual
475,1777,LynxID2025_lynx_29
476,1790,new_individual
477,1795,LynxID2025_lynx_62
478,1804,new_individual
479,1806,new_individual
480,1812,new_individual
481,1818,LynxID2025_lynx_05
482,1820,LynxID2025_lynx_49
483,1823,new_individual
484,1829,new_individual
485,1834,LynxID2025_lynx_62
486,1835,new_individual
487,1836,LynxID2025_lynx_32
488,1840,new_individual
489,1843,new_individual
490,1854,LynxID2025_lynx_32
491,1861,LynxID2025_lynx_25
492,1867,new_individual
493,1869,new_individual
494,1870,new_individual
495,1871,LynxID2025_lynx_86
496,1873,LynxID2025_lynx_13
497,1874,LynxID2025_lynx_32
498,1878,LynxID2025_lynx_49
499,1892,new_individual
500,1894,new_individual
501,1897,new_individual
502,1899,new_individual
503,1901,new_individual
504,1903,new_individual
505,1913,LynxID2025_lynx_32
506,1917,LynxID2025_lynx_95
507,1921,new_individual
508,1923,LynxID2025_lynx_95
509,1925,new_individual
510,1930,new_individual
511,1935,new_individual
512,1936,new_individual
513,1937,new_individual
514,1939,LynxID2025_lynx_98
515,1941,new_individual
516,1943,new_individual
517,1945,LynxID2025_lynx_29
518,1951,new_individual
519,1955,new_individual
520,1957,new_individual
521,1961,new_individual
522,1965,new_individual
523,1969,new_individual
524,1971,LynxID2025_lynx_50
525,1975,new_individual
526,1981,LynxID2025_lynx_32
527,1985,LynxID2025_lynx_62
528,1991,LynxID2025_lynx_43
529,2005,new_individual
530,2007,new_individual
531,2008,LynxID2025_lynx_45
532,2014,LynxID2025_lynx_49
533,2029,new_individual
534,2030,LynxID2025_lynx_54
535,2035,new_individual
536,2037,LynxID2025_lynx_74
537,2038,new_individual
538,2040,new_individual
539,2044,new_individual
540,2049,new_individual
541,2057,new_individual
542,2058,LynxID2025_lynx_45
543,2078,LynxID2025_lynx_49
544,2079,LynxID2025_lynx_49
545,2081,LynxID2025_lynx_54
546,2082,new_individual
547,2086,new_individual
548,2090,new_individual
549,2091,new_individual
550,2105,new_individual
551,2106,LynxID2025_lynx_49
552,2107,new_individual
553,2110,new_individual
554,2117,new_individual
555,2118,LynxID2025_lynx_25
556,2119,LynxID2025_lynx_49
557,2124,new_individual
558,2127,new_individual
559,2129,LynxID2025_lynx_13
560,2136,new_individual
561,2137,new_individual
562,2144,new_individual
563,2146,LynxID2025_lynx_13
564,2151,new_individual
565,2161,new_individual
566,2164,LynxID2025_lynx_31
567,2166,new_individual
568,2169,new_individual
569,2170,new_individual
570,2174,LynxID2025_lynx_62
571,2178,new_individual
572,2184,new_individual
573,2190,new_individual
574,2196,LynxID2025_lynx_32
575,2198,LynxID2025_lynx_98
576,2200,LynxID2025_lynx_95
577,2205,new_individual
578,2207,LynxID2025_lynx_25
579,2208,LynxID2025_lynx_62
580,2219,new_individual
581,2220,LynxID2025_lynx_31
582,2222,new_individual
583,2226,new_individual
584,2228,LynxID2025_lynx_46
585,2231,new_individual
586,2232,new_individual
587,2235,new_individual
588,2246,LynxID2025_lynx_73
589,2248,LynxID2025_lynx_32
590,2257,new_individual
591,2265,new_individual
592,2268,new_individual
593,2272,LynxID2025_lynx_45
594,2283,new_individual
595,2290,LynxID2025_lynx_46
596,2292,new_individual
597,2293,new_individual
598,2294,new_individual
599,2301,LynxID2025_lynx_43
600,2303,new_individual
601,2307,LynxID2025_lynx_25
602,2313,new_individual
603,2320,new_individual
604,2322,new_individual
605,2324,new_individual
606,2326,new_individual
607,2330,new_individual
608,2336,new_individual
609,2338,new_individual
610,2343,new_individual
611,2369,new_individual
612,2375,new_individual
613,2379,new_individual
614,2385,new_individual
615,2388,new_individual
616,2389,new_individual
617,2390,new_individual
618,2399,new_individual
619,2403,new_individual
620,2404,new_individual
621,2406,new_individual
622,2408,new_individual
623,2409,new_individual
624,2411,new_individual
625,2426,new_individual
626,2435,new_individual
627,2437,new_individual
628,2441,LynxID2025_lynx_49
629,2469,new_individual
630,2472,new_individual
631,2473,new_individual
632,2477,new_individual
633,2478,LynxID2025_lynx_62
634,2487,new_individual
635,2491,LynxID2025_lynx_76
636,2495,LynxID2025_lynx_31
637,2496,new_individual
638,2501,LynxID2025_lynx_62
639,2511,new_individual
640,2512,new_individual
641,2518,new_individual
642,2525,new_individual
643,2527,new_individual
644,2529,new_individual
645,2530,LynxID2025_lynx_32
646,2534,LynxID2025_lynx_62
647,2544,new_individual
648,2545,LynxID2025_lynx_92
649,2546,new_individual
650,2549,new_individual
651,2552,new_individual
652,2554,new_individual
653,2555,new_individual
654,2562,new_individual
655,2564,LynxID2025_lynx_74
656,2580,LynxID2025_lynx_31
657,2591,new_individual
658,2592,new_individual
659,2601,new_individual
660,2606,LynxID2025_lynx_49
661,2613,new_individual
662,2625,LynxID2025_lynx_62
663,2626,LynxID2025_lynx_76
664,2631,new_individual
665,2638,new_individual
666,2643,LynxID2025_lynx_28
667,2644,new_individual
668,2648,new_individual
669,2654,LynxID2025_lynx_79
670,2655,new_individual
671,2657,new_individual
672,2687,LynxID2025_lynx_95
673,2689,new_individual
674,2705,new_individual
675,2706,LynxID2025_lynx_54
676,2709,LynxID2025_lynx_25
677,2713,new_individual
678,2718,new_individual
679,2721,LynxID2025_lynx_05
680,2724,LynxID2025_lynx_43
681,2725,new_individual
682,2726,LynxID2025_lynx_32
683,2731,new_individual
684,2733,new_individual
685,2734,LynxID2025_lynx_95
686,2744,new_individual
687,2754,new_individual
688,2758,new_individual
689,2759,new_individual
690,2760,LynxID2025_lynx_31
691,2770,new_individual
692,2787,new_individual
693,2789,new_individual
694,2790,new_individual
695,2794,new_individual
696,2797,new_individual
697,2801,new_individual
698,2803,new_individual
699,2807,new_individual
700,2811,new_individual
701,2812,new_individual
702,2823,new_individual
703,2829,new_individual
704,2831,new_individual
705,2834,new_individual
706,2840,new_individual
707,2841,new_individual
708,2844,new_individual
709,2845,new_individual
710,2846,new_individual
711,2847,new_individual
712,2848,LynxID2025_lynx_60
713,2851,new_individual
714,2865,LynxID2025_lynx_62
715,2871,LynxID2025_lynx_25
716,2873,new_individual
717,2876,new_individual
718,2889,new_individual
719,2893,new_individual
720,2894,new_individual
721,2896,new_individual
722,2914,LynxID2025_lynx_95
723,2920,LynxID2025_lynx_43
724,2921,LynxID2025_lynx_36
725,2933,new_individual
726,2934,new_individual
727,2942,new_individual
728,2948,new_individual
729,2949,new_individual
730,2951,new_individual
731,2952,new_individual
732,2957,LynxID2025_lynx_11
733,2961,LynxID2025_lynx_11
734,2963,new_individual
735,2968,new_individual
736,2973,new_individual
737,2976,LynxID2025_lynx_54
738,2978,new_individual
739,2981,new_individual
740,2985,new_individual
741,2999,new_individual
742,3001,new_individual
743,3003,new_individual
744,3007,LynxID2025_lynx_75
745,3013,new_individual
746,3014,new_individual
747,3018,new_individual
748,3020,new_individual
749,3021,LynxID2025_lynx_32
750,3027,new_individual
751,3029,LynxID2025_lynx_05
752,3032,new_individual
753,3034,new_individual
754,3035,new_individual
755,3036,new_individual
756,3037,new_individual
757,3038,LynxID2025_lynx_09
758,3045,new_individual
759,3046,new_individual
760,3055,new_individual
761,3059,new_individual
762,3069,new_individual
763,3074,new_individual
764,3086,LynxID2025_lynx_43
765,3090,new_individual
766,3091,new_individual
767,3097,LynxID2025_lynx_62
768,3099,new_individual
769,3106,LynxID2025_lynx_49
770,3108,new_individual
771,3111,new_individual
772,3116,new_individual
773,3118,LynxID2025_lynx_29
774,3130,LynxID2025_lynx_62
775,3133,new_individual
776,3138,LynxID2025_lynx_49
777,3142,new_individual
778,3144,LynxID2025_lynx_41
779,3153,new_individual
780,3155,new_individual
781,3156,LynxID2025_lynx_13
782,3157,LynxID2025_lynx_97
783,3167,LynxID2025_lynx_62
784,3177,LynxID2025_lynx_25
785,3178,new_individual
786,3181,new_individual
787,3183,LynxID2025_lynx_43
788,3193,new_individual
789,3201,LynxID2025_lynx_60
790,3204,new_individual
791,3205,LynxID2025_lynx_74
792,3215,LynxID2025_lynx_85
793,3217,new_individual
794,3220,new_individual
795,3221,LynxID2025_lynx_05
796,3222,LynxID2025_lynx_36
797,3231,new_individual
798,3232,new_individual
799,3239,new_individual
800,3242,new_individual
801,3245,LynxID2025_lynx_93
802,3249,new_individual
803,3256,LynxID2025_lynx_32
804,3259,new_individual
805,3261,LynxID2025_lynx_74
806,3263,new_individual
807,3267,new_individual
808,3270,new_individual
809,3274,new_individual
810,3277,new_individual
811,3281,new_individual
812,3284,new_individual
813,3286,new_individual
814,3287,new_individual
815,3297,LynxID2025_lynx_31
816,3305,new_individual
817,3310,new_individual
818,3314,new_individual
819,3323,new_individual
820,3331,LynxID2025_lynx_74
821,3335,LynxID2025_lynx_46
822,3338,new_individual
823,3339,new_individual
824,3344,new_individual
825,3348,new_individual
826,3352,new_individual
827,3353,new_individual
828,3356,new_individual
829,3357,LynxID2025_lynx_28
830,3358,new_individual
831,3366,new_individual
832,3372,new_individual
833,3380,LynxID2025_lynx_11
834,3382,new_individual
835,3386,new_individual
836,3389,new_individual
837,3390,new_individual
838,3400,new_individual
839,3401,LynxID2025_lynx_46
840,3409,new_individual
841,3412,new_individual
842,3416,new_individual
843,3418,new_individual
844,3420,new_individual
845,3424,new_individual
846,3427,new_individual
847,3429,new_individual
848,3434,new_individual
849,3435,new_individual
850,3436,LynxID2025_lynx_11
851,3437,new_individual
852,3439,LynxID2025_lynx_31
853,3441,new_individual
854,3446,new_individual
855,3449,new_individual
856,3450,LynxID2025_lynx_49
857,3452,LynxID2025_lynx_43
858,3469,LynxID2025_lynx_05
859,3474,new_individual
860,3477,new_individual
861,3480,LynxID2025_lynx_62
862,3481,LynxID2025_lynx_31
863,3484,new_individual
864,3487,new_individual
865,3490,new_individual
866,3494,new_individual
867,3497,LynxID2025_lynx_60
868,3500,new_individual
869,3501,LynxID2025_lynx_32
870,3502,new_individual
871,3508,new_individual
872,3511,new_individual
873,3513,LynxID2025_lynx_31
874,3521,LynxID2025_lynx_62
875,3524,new_individual
876,3526,new_individual
877,3529,new_individual
878,3530,LynxID2025_lynx_95
879,3539,new_individual
880,3540,LynxID2025_lynx_43
881,3542,LynxID2025_lynx_31
882,3545,LynxID2025_lynx_62
883,3548,LynxID2025_lynx_74
884,3550,new_individual
885,3565,LynxID2025_lynx_62
886,3566,LynxID2025_lynx_05
887,3568,new_individual
888,3570,new_individual
889,3574,new_individual
890,3582,new_individual
891,3585,new_individual
892,3595,LynxID2025_lynx_28
893,3597,LynxID2025_lynx_43
894,3605,LynxID2025_lynx_13
895,3626,new_individual
896,3633,LynxID2025_lynx_65
897,3638,new_individual
898,3643,new_individual
899,3645,new_individual
900,3648,LynxID2025_lynx_74
901,3654,new_individual
902,3655,new_individual
903,3657,new_individual
904,3660,new_individual
905,3666,LynxID2025_lynx_73
906,3670,new_individual
907,3672,new_individual
908,3675,new_individual
909,3676,LynxID2025_lynx_95
910,3677,new_individual
911,3682,LynxID2025_lynx_28
912,3690,LynxID2025_lynx_75
913,3691,new_individual
914,3692,new_individual
915,3696,new_individual
916,3698,new_individual
917,3706,new_individual
918,3725,new_individual
919,3727,LynxID2025_lynx_40
920,3729,new_individual
921,3739,new_individual
922,3749,LynxID2025_lynx_46
923,3750,new_individual
924,3762,new_individual
925,3763,LynxID2025_lynx_05
926,3766,new_individual
927,3768,new_individual
928,3793,new_individual
929,3794,new_individual
930,3808,new_individual
931,3822,new_individual
932,3823,LynxID2025_lynx_43
933,3836,LynxID2025_lynx_46
934,3837,new_individual
935,3849,new_individual
936,3861,LynxID2025_lynx_32
937,3862,new_individual
938,3866,LynxID2025_lynx_75
939,3867,LynxID2025_lynx_54
940,3874,new_individual
941,3876,LynxID2025_lynx_13
942,3887,LynxID2025_lynx_25
943,3897,new_individual
944,3900,LynxID2025_lynx_43
945,3902,new_individual
946,5291,SalamanderID2025_66
947,5292,SalamanderID2025_165
948,5293,SalamanderID2025_380
949,5294,SalamanderID2025_73
950,5295,new_individual
951,5296,new_individual
952,5297,new_individual
953,5298,new_individual
954,5299,SalamanderID2025_408
955,5300,SalamanderID2025_543
956,5301,SalamanderID2025_2
957,5302,SalamanderID2025_3
958,5303,new_individual
959,5304,new_individual
960,5305,SalamanderID2025_6
961,5306,new_individual
962,5307,new_individual
963,5308,new_individual
964,5309,SalamanderID2025_457
965,5310,SalamanderID2025_27
966,5311,SalamanderID2025_5
967,5312,SalamanderID2025_86
968,5313,SalamanderID2025_5
969,5314,new_individual
970,5315,SalamanderID2025_237
971,5316,SalamanderID2025_10
972,5317,SalamanderID2025_11
973,5318,SalamanderID2025_12
974,5319,SalamanderID2025_13
975,5320,SalamanderID2025_90
976,5321,new_individual
977,5322,SalamanderID2025_322
978,5323,new_individual
979,5324,SalamanderID2025_19
980,5325,new_individual
981,5326,SalamanderID2025_10
982,5327,SalamanderID2025_22
983,5328,SalamanderID2025_23
984,5329,SalamanderID2025_24
985,5330,SalamanderID2025_355
986,5331,SalamanderID2025_149
987,5332,SalamanderID2025_27
988,5333,SalamanderID2025_40
989,5334,SalamanderID2025_29
990,5335,SalamanderID2025_31
991,5336,SalamanderID2025_348
992,5337,SalamanderID2025_33
993,5338,SalamanderID2025_2
994,5339,SalamanderID2025_422
995,5340,new_individual
996,5341,SalamanderID2025_80
997,5342,SalamanderID2025_89
998,5343,SalamanderID2025_36
999,5344,SalamanderID2025_148
1000,5345,new_individual
1001,5346,SalamanderID2025_36
1002,5347,new_individual
1003,5348,new_individual
1004,5349,new_individual
1005,5350,new_individual
1006,5351,SalamanderID2025_154
1007,5352,new_individual
1008,5353,SalamanderID2025_39
1009,5354,SalamanderID2025_40
1010,5355,new_individual
1011,5356,SalamanderID2025_303
1012,5357,new_individual
1013,5358,SalamanderID2025_68
1014,5359,new_individual
1015,5360,SalamanderID2025_93
1016,5361,new_individual
1017,5362,new_individual
1018,5363,SalamanderID2025_358
1019,5364,SalamanderID2025_5
1020,5365,new_individual
1021,5366,SalamanderID2025_189
1022,5367,SalamanderID2025_45
1023,5368,new_individual
1024,5369,new_individual
1025,5370,SalamanderID2025_48
1026,5371,SalamanderID2025_121
1027,5372,SalamanderID2025_134
1028,5373,SalamanderID2025_51
1029,5374,SalamanderID2025_36
1030,5375,SalamanderID2025_145
1031,5376,SalamanderID2025_36
1032,5377,new_individual
1033,5378,new_individual
1034,5379,new_individual
1035,5380,new_individual
1036,5381,SalamanderID2025_322
1037,5382,new_individual
1038,5383,SalamanderID2025_80
1039,5384,SalamanderID2025_75
1040,5385,SalamanderID2025_529
1041,5386,new_individual
1042,5387,SalamanderID2025_56
1043,5388,SalamanderID2025_57
1044,5389,SalamanderID2025_58
1045,5390,SalamanderID2025_50
1046,5391,SalamanderID2025_60
1047,5392,SalamanderID2025_547
1048,5393,new_individual
1049,5394,SalamanderID2025_457
1050,5395,new_individual
1051,5396,SalamanderID2025_76
1052,5397,new_individual
1053,5398,new_individual
1054,5399,SalamanderID2025_90
1055,5400,SalamanderID2025_64
1056,5401,SalamanderID2025_200
1057,5402,SalamanderID2025_67
1058,5403,SalamanderID2025_165
1059,5404,SalamanderID2025_69
1060,5405,SalamanderID2025_70
1061,5406,new_individual
1062,5407,new_individual
1063,5408,SalamanderID2025_182
1064,5409,SalamanderID2025_80
1065,5410,SalamanderID2025_300
1066,5411,new_individual
1067,5412,SalamanderID2025_53
1068,5413,new_individual
1069,5414,SalamanderID2025_148
1070,5415,SalamanderID2025_75
1071,5416,SalamanderID2025_80
1072,5417,SalamanderID2025_252
1073,5418,SalamanderID2025_80
1074,5419,SalamanderID2025_81
1075,5420,SalamanderID2025_323
1076,5421,new_individual
1077,5422,SalamanderID2025_80
1078,5423,SalamanderID2025_83
1079,5424,SalamanderID2025_84
1080,5425,SalamanderID2025_85
1081,5426,SalamanderID2025_86
1082,5427,SalamanderID2025_121
1083,5428,SalamanderID2025_355
1084,5429,SalamanderID2025_91
1085,5430,SalamanderID2025_90
1086,5431,SalamanderID2025_91
1087,5432,SalamanderID2025_92
1088,5433,SalamanderID2025_181
1089,5434,SalamanderID2025_109
1090,5435,SalamanderID2025_95
1091,5436,SalamanderID2025_173
1092,5437,SalamanderID2025_152
1093,5438,SalamanderID2025_98
1094,5439,SalamanderID2025_213
1095,5440,SalamanderID2025_100
1096,5441,SalamanderID2025_238
1097,5442,new_individual
1098,5443,new_individual
1099,5444,SalamanderID2025_32
1100,5445,SalamanderID2025_105
1101,5446,SalamanderID2025_106
1102,5447,SalamanderID2025_107
1103,5448,new_individual
1104,5449,new_individual
1105,5450,SalamanderID2025_110
1106,5451,SalamanderID2025_111
1107,5452,SalamanderID2025_112
1108,5453,new_individual
1109,5454,SalamanderID2025_174
1110,5455,SalamanderID2025_160
1111,5456,new_individual
1112,5457,new_individual
1113,5458,SalamanderID2025_378
1114,5459,new_individual
1115,5460,new_individual
1116,5461,SalamanderID2025_160
